wallet,score,total_tx,deposit_count,deposit_amount,active_days,tx_per_day,first_tx,last_tx,unique_assets,total_borrowed,repay_borrow_ratio,liquidations,redeemunderlying_count,redeemunderlying_amount,borrow_count,borrow_amount,repay_count,repay_amount,total_repaid,liquidationcall_count,liquidationcall_amount
0x000000e28faa823d5b53ff6c2922c28335840375,775,297.0,107.0,2.330089260931603e+24,138.20600694444445,2.148965928227613,1618716573,1630571172,7,2.5277735257846426e+24,0.7018996328692697,0.0,61.0,1.8716870029498983e+24,66.0,2.5277735257846426e+24,63.0,1.7742433097249e+24,1.7742433097249e+24,,
0x000006eee6e39015cb523aebdd4d0b1855aba682,650,28.0,11.0,3.8762879274412105e+22,42.2944212962963,0.6620258450599003,1618414131,1621981969,6,2.310000000000175e+22,1.0000016628929167,3.0,9.0,5.0041664179407325e+22,4.0,2.310000000000175e+22,1.0,2.3100038412828127e+22,2.3100038412828127e+22,3.0,0.0
0x00000a9c78912badb92d73b6ed26456e11def5eb,475,1.0,1.0,1690049.0,1.0,1.0,1627211419,1627211419,1,0.0,0.0,0.0,,,,,,,,,
0x00001bc47f0973f794f79c16121cee879e272d6a,450,4.0,,,48.00429398148148,0.08332587917120647,1624532577,1628593748,2,0.0,0.0,0.0,4.0,53394118307.0,,,,,,,
0x00002b503a75998c97508916a74fdb41934fa030,725,147.0,27.0,8.753846698080166e+20,126.32153935185185,1.1636970286639006,1619765397,1630593178,7,5.88795000001783e+23,0.7247732560713146,0.0,28.0,5.2331627536783114e+20,47.0,5.88795000001783e+23,45.0,4.2674286930980197e+23,4.2674286930980197e+23,,
0x0000897253cc85f7547317eb2080b36b3255687a,475,2.0,1.0,1.4471757177770854e+17,4.514606481481481,0.44300649640313594,1629140281,1629443943,1,0.0,0.0,0.0,1.0,1.447195496220658e+17,,,,,,,
0x0000b252c943089fbba5554a1d196ef79bc77e4f,475,1.0,1.0,1109908.0,1.0,1.0,1627203451,1627203451,1,0.0,0.0,0.0,,,,,,,,,
0x0000ce08fa224696a819877070bf378e8b131acf,500,14.0,3.0,2.500000001947075e+18,76.77993055555555,0.1823393157391571,1620256203,1626803589,4,1.4170933200616298e+21,0.0,0.0,10.0,1.4889621234257987e+21,1.0,1.4170933200616298e+21,,,0.0,,
0x00010a708585ba4812a1c5976182626c75cb7a6b,850,29.0,9.0,1.9839016972490038e+20,80.51586805555556,0.3601774494934358,1623308418,1630178589,6,3.000000000008307e+20,1.0013698287706234,0.0,7.0,2.142302981764546e+19,6.0,3.000000000008307e+20,7.0,3.004109486320188e+20,3.004109486320188e+20,,
0x00016fc0c9f7620e920e1423fd455f9574f48025,475,2.0,2.0,1.2652993450826146e+16,2.641678240740741,0.7570944746999881,1626534982,1626676823,1,0.0,0.0,0.0,,,,,,,,,
0x0002761e848b24046a53d494847b11a3e1d36b09,475,1.0,1.0,1.0080314238445638e+18,1.0,1.0,1626505373,1626505373,1,0.0,0.0,0.0,,,,,,,,,
0x00027e45436f11ec8549b7d5e0b86748ee61c13d,475,2.0,2.0,1010439.0,8.143796296296296,0.24558571054995282,1626136491,1626753715,1,0.0,0.0,0.0,,,,,,,,,
0x0003816b25fd3d6c112eb65c089760fa3f791947,850,4.0,1.0,5e+21,1.0017129629629629,3.9931598650459863,1621845439,1621845587,2,1.3e+18,1.0,0.0,1.0,5e+21,1.0,1.3e+18,1.0,1.3e+18,1.3e+18,,
0x0003bbb966655dc0fbbb380797b07fc547e9ddc5,550,37.0,12.0,1.82000000022388e+19,101.84355324074075,0.3633023281556008,1621112248,1629825131,6,915968086.0,0.0,0.0,20.0,5.174908901697235e+20,5.0,915968086.0,,,0.0,,
0x0003d4fb942d0cad7fa1b658ad6d46ef6c15f11b,475,2.0,1.0,1050025562.0,1.0009722222222222,1.9980574441515195,1620883152,1620883236,1,0.0,0.0,0.0,1.0,1050025797.0,,,,,,,
0x0003f46779806fe779e7f30eec95dbdb4d45840b,650,24.0,8.0,2034568202.0,83.84640046296296,0.2862376901987748,1623421735,1630579664,2,1945000000.0,0.7179059197943445,0.0,5.0,1326617422.0,6.0,1945000000.0,5.0,1396327014.0,1396327014.0,,
0x0004849537dab5c33fc8c494d05313dfbe2d99f3,750,10.0,2.0,999090000.0,83.02820601851852,0.1204409980599799,1623429689,1630516926,2,507497107.0,1.009735458452574,0.0,4.0,1211281152.0,3.0,507497107.0,1.0,512437824.0,512437824.0,,
0x0004a89403e17f544bfbd25ecb1a7d9215a1d61b,500,2.0,1.0,8.458931552812315e+17,1.0024189814814815,1.9951737117389647,1630396737,1630396946,2,500000000.0,0.0,0.0,,,1.0,500000000.0,,,0.0,,
0x0004d4112ee696dabc22b221bef156ecdaeb1a59,825,6.0,2.0,2.5e+19,1.004351851851852,5.974002028210565,1621691579,1621691955,1,1.6e+19,1.0,0.0,2.0,2.499999e+19,1.0,1.6e+19,1.0,1.6e+19,1.6e+19,,
0x0005696d4be2359526c497fe4a4c0620b41f2426,900,7.0,1.0,2.9350141e+17,1.642986111111111,4.260535102920665,1623251602,1623307156,4,592247574.0,1.0000837926606687,0.0,4.0,1.0286267851818746e+20,1.0,592247574.0,1.0,592297200.0,592297200.0,,
0x000660cad76200a2e326f53e033919905e6c50f5,475,1.0,1.0,1064772.0,1.0,1.0,1626365624,1626365624,1,0.0,0.0,0.0,,,,,,,,,
0x00069a4bf1b2a8d5eded8e91347dbaa70796ff54,475,1.0,1.0,1.3e+18,1.0,1.0,1626953721,1626953721,1,0.0,0.0,0.0,,,,,,,,,
0x00080000158a9930aeb508823103b0a977161c47,425,2.0,2.0,3e+18,10.988402777777777,0.18201007375199865,1625790694,1626653692,1,0.0,0.0,0.0,,,,,,,,,
0x00099b1263c22ae2ce0a52624cef2a012e751970,475,2.0,2.0,4712595639187231.0,8.811921296296298,0.22696525907926707,1626164492,1626839442,1,0.0,0.0,0.0,,,,,,,,,
0x0009ce45d5df78e632a0b4987079432dfba2253a,475,1.0,1.0,4.1e+16,1.0,1.0,1619858543,1619858543,1,0.0,0.0,0.0,,,,,,,,,
0x000a27ba176083e4b50177378cbe7469a00dd557,800,12.0,4.0,276526904.0,34.186087962962965,0.3510199825437979,1622646973,1625514251,2,160000000.0,1.0005142125,0.0,4.0,276749587.0,2.0,160000000.0,2.0,160082274.0,160082274.0,,
0x000a3d1bef684a7c029267a26068de56b1c1b4dc,550,43.0,18.0,1.9281445079779702e+22,26.913368055555555,1.5977190187135937,1622631470,1624870385,5,4.800000001338327e+19,2.78856788130583e-10,0.0,12.0,3.271107887723154e+22,8.0,4.800000001338327e+19,5.0,13385125834.0,13385125834.0,,
0x000ab43e658935ba39504a1424b01756c1e9644c,475,2.0,1.0,1e+17,1.0005092592592593,1.9989819999074545,1628563047,1628563091,1,1e+16,0.0,0.0,,,1.0,1e+16,,,0.0,,
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb,550,77.0,49.0,2.2002139414592376e+20,124.26833333333333,0.6196268826866592,1619464130,1630114514,8,0.0,0.0,0.0,28.0,1.708838020467324e+20,,,,,,,
0x000c8e2871750f458bf1de8ab528dda09bc95db6,850,4.0,1.0,1.5e+22,1.0006944444444446,3.997224149895905,1619207671,1619207731,2,2.356e+21,1.0,0.0,1.0,1.5e+22,1.0,2.356e+21,1.0,2.356e+21,2.356e+21,,
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,750,71.0,20.0,7.132457629292885e+16,67.14396990740741,1.05742928364096,1624609837,1630324676,4,971000000.0,0.9490384531410917,0.0,14.0,6.632811421677889e+16,20.0,971000000.0,17.0,921516338.0,921516338.0,,
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,750,6.0,4.0,2.00272e+20,31.66425925925926,0.1894880897378163,1623548213,1626197605,2,40000000.0,1.00270375,0.0,,,1.0,40000000.0,1.0,40108150.0,40108150.0,,
0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636,475,1.0,1.0,1000000000000000.0,1.0,1.0,1623488053,1623488053,1,0.0,0.0,0.0,,,,,,,,,
0x000dd5baf04ffe492508f5f45ac3d9374b193f57,475,1.0,1.0,1e+17,1.0,1.0,1621853669,1621853669,1,0.0,0.0,0.0,,,,,,,,,
0x000deb0c92e6d3da7f77ed01b8473b3f7f4efc39,650,8.0,1.0,2.8256901933637283e+17,81.57099537037037,0.09807407600797646,1622527700,1629489034,3,879000000.0,0.5709792707622298,0.0,2.0,502090425.0,3.0,879000000.0,2.0,501890779.0,501890779.0,,
0x000df66a4ac5991f672ae2db1e8fc38f1e7d46d9,500,8.0,6.0,2.132617238514029e+18,21.31818287037037,0.37526650599845485,1628793467,1630548958,2,0.0,0.0,0.0,2.0,1.060008174647556e+18,,,,,,,
0x000e840a3122ec28d0c29321db172375cb049762,800,10.0,5.0,3.837084420447951e+20,27.296134259259258,0.3663522425930276,1620983877,1623255863,2,216908607.0,1.0006427499670403,0.0,1.0,267358748.0,2.0,216908607.0,2.0,217048025.0,217048025.0,,
0x000e9bd1d42999446d60ff60f1fb3afb13604202,900,22.0,8.0,1.811265598809861e+19,2.973472222222222,7.3987575318791166,1629982386,1630152894,3,35000000.0,1.0000648285714286,0.0,4.0,1.1265599280089797e+17,6.0,35000000.0,4.0,35002269.0,35002269.0,,
0x000eab293e332bd6e67018a9150e8807bfac3233,475,1.0,1.0,1.2e+18,1.0,1.0,1627127973,1627127973,1,0.0,0.0,0.0,,,,,,,,,
0x000f3b3cba440b4bd611d2ac4b6271400fb1e4e1,450,2.0,1.0,5.6e+19,16.675266203703703,0.11993811526413801,1622644687,1623999030,2,0.0,0.0,0.0,1.0,5.609234352742851e+19,,,,,,,
0x000f4432a40560bbff1b581a8b7aded8dab80026,850,25.0,7.0,9.284729019012137e+18,19.144305555555555,1.3058713426533854,1619465677,1621033345,4,17600000000.0,1.0008136939204546,0.0,9.0,9.073875776321744e+20,6.0,17600000000.0,3.0,17614321013.0,17614321013.0,,
0x000f7f22bfc28d940d4b68e13213ab17cf107790,900,73.0,26.0,4.08263235352715e+25,3.827002314814815,19.07498192969669,1619206675,1619450928,5,3.431034019342126e+25,1.000166484452041,0.0,15.0,4.075746481819851e+25,19.0,3.431034019342126e+25,13.0,3.4316052331607702e+25,3.4316052331607702e+25,,
0x000f908720f9ce164d90f4fc89459fab4442907f,850,96.0,32.0,1.5296965019179294e+21,2.353715277777778,40.78658149792733,1623475570,1623592531,2,7.935281590685304e+20,1.0000339687356272,0.0,17.0,1.529758635045204e+21,30.0,7.935281590685304e+20,17.0,7.935551142167785e+20,7.935551142167785e+20,,
0x000fbfec300959d0f2f327728a889c1f5de8e2df,800,8.0,3.0,5.93233163408689e+20,9.035497685185184,0.885396718447174,1625412745,1626107012,2,1.4e+20,1.0003507226006918,0.0,3.0,3.5e+20,1.0,1.4e+20,1.0,1.4004910116409685e+20,1.4004910116409685e+20,,
0x0011730224657eb527cf736039854c3a3f140e63,850,4.0,1.0,4.5e+21,1.0015972222222222,3.993621299313596,1618849121,1618849259,2,7.39e+20,1.0,0.0,1.0,4.5e+21,1.0,7.39e+20,1.0,7.39e+20,7.39e+20,,
0x00120ea6fdbaf057eadc1bd149f957488444e92c,850,4.0,2.0,2.3675989569912272e+20,1.0545833333333334,3.7929672066376923,1625501389,1625506105,2,2608976.0,1.0,0.0,,,1.0,2608976.0,1.0,2608976.0,2608976.0,,
0x0012668072f7e0579caf7e047713d8b6d476d0db,475,2.0,2.0,3e+18,3.7753703703703705,0.5297493500760289,1626596344,1626836136,1,0.0,0.0,0.0,,,,,,,,,
0x00129c4ce6be31b273de64c65ff3fcdd4706a002,550,231.0,101.0,1.1486621116412448e+22,63.002928240740744,3.666496247877955,1621113983,1626471036,6,4.923462755854999e+21,0.189579165176169,2.0,11.0,9.110069637323651e+18,24.0,4.923462755854999e+21,93.0,9.33385959030951e+20,9.33385959030951e+20,2.0,0.0
0x0012a7f00af8a643ba5a6aa187f915b4c13289df,475,1.0,,,1.0,1.0,1626190751,1626190751,1,0.0,0.0,0.0,1.0,5000954281830769.0,,,,,,,
0x00130437654e7e86cbbeeaf34f4771df6a1fb45c,475,1.0,1.0,9.26e+16,1.0,1.0,1622111460,1622111460,1,0.0,0.0,0.0,,,,,,,,,
0x00133f29e7d424f4e5773532b3fc35d020e9c54e,475,2.0,2.0,2455392.0,7.0942592592592595,0.28191808713357175,1626568729,1627095273,1,0.0,0.0,0.0,,,,,,,,,
0x0014dfac19477a83d7354e6eaac28642c1959398,850,36.0,10.0,1.6993360966012305e+20,31.192581018518517,1.1541205897205942,1621622844,1624231483,3,18156827224.0,1.0003027114226617,0.0,11.0,1.6993578825247844e+20,6.0,18156827224.0,9.0,18162323503.0,18162323503.0,,
0x001589fe1923c2118f34e4277f2ef650fcbf0161,550,30.0,19.0,4.1406915622705803e+21,133.77488425925927,0.22425734222172233,1618943684,1630415434,5,9.433796318126906e+20,0.0,0.0,9.0,2.1721695253727386e+21,2.0,9.433796318126906e+20,,,0.0,,
0x00159370cbe576b765a7fb2e78582e0cb563d445,550,19.0,10.0,1.4378217549440027e+21,21.828761574074075,0.8704112661419243,1628500155,1630299760,5,4.7553367600059154e+20,0.0,0.0,2.0,1.07327e+21,7.0,4.7553367600059154e+20,,,0.0,,
0x0015b3f0266cd7b1f4105cf8180d37e7bd0ccead,475,2.0,1.0,14127252.0,1.0203472222222223,1.9601170625467907,1622138895,1622140653,1,0.0,0.0,0.0,1.0,14127276.0,,,,,,,
0x0016469a65facda9e86fd0ae0e9661128843c224,475,2.0,1.0,2.21e+16,1.0,2.0,1620615531,1620615531,1,5000000000000000.0,0.0,0.0,,,1.0,5000000000000000.0,,,0.0,,
0x0016dcd1d3c93067dce5bb30dc33258f36d33308,475,1.0,1.0,9.63e+16,1.0,1.0,1622095387,1622095387,1,0.0,0.0,0.0,,,,,,,,,
0x00183135585d70a523d61b2e43037a7138b36906,550,54.0,15.0,1.5304922101147493e+21,58.14190972222222,0.9287620626496353,1625101762,1630038823,6,1.4200272528224158e+21,0.0004512168912235846,0.0,16.0,6.442576251247262e+20,13.0,1.4200272528224158e+21,10.0,6.407402824712977e+17,6.407402824712977e+17,,
0x00184e8aa1e95f491f2d9601e12b540092160ded,850,4.0,1.0,1.0235e+20,1.0008333333333332,3.9966694421315574,1618391523,1618391595,2,6.1e+19,1.0,0.0,1.0,1.0235e+20,1.0,6.1e+19,1.0,6.1e+19,6.1e+19,,
0x0018583d7654803d2c59467e10dec5f70bbe1851,600,72.0,72.0,260000000000460.0,23.195231481481482,3.104086288489213,1620571652,1622489320,3,0.0,0.0,0.0,,,,,,,,,
0x001875a076b3cfe1c9535d76b0345c16e3d61118,475,2.0,2.0,2200000.0,6.458935185185185,0.3096485632163311,1626281917,1626753569,1,0.0,0.0,0.0,,,,,,,,,
0x0018d044b946ede86b43bb3b964a45772a5abeb9,850,22.0,9.0,1.462827654263013e+19,54.29346064814815,0.40520533665319747,1623996770,1628601325,3,1121816.0,1.0000035656471293,0.0,9.0,1.4787763799382057e+19,2.0,1121816.0,2.0,1121820.0,1121820.0,,
0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee,850,5.0,,,15.21355324074074,0.32865432032080316,1624037278,1625265329,3,79209353.0,2.001241835670593,0.0,2.0,1.873686683952476e+20,1.0,79209353.0,2.0,158517071.0,158517071.0,,
0x0019bd9f6142943f3a03a8a62d0001a95213f555,475,1.0,1.0,1e+17,1.0,1.0,1621828078,1621828078,1,0.0,0.0,0.0,,,,,,,,,
0x001b024b98ee862aa01eea595c4c16a0213d2611,500,2.0,1.0,4.1189765583527866e+17,1.0014351851851853,1.99713374323887,1618217112,1618217236,2,500000000.0,0.0,0.0,,,1.0,500000000.0,,,0.0,,
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,850,32.0,10.0,3.9147130994874786e+19,24.079467592592593,1.3289330371176458,1622713661,1624707727,3,234424601.0,1.0005566992518844,0.0,9.0,331228407.0,6.0,234424601.0,7.0,234555105.0,234555105.0,,
0x001bc97d92e1a30b02d4e75be25f06063555d556,900,45.0,12.0,1.1484504979413799e+23,10.53417824074074,4.271809245258765,1623254837,1624078590,4,54452832761.0,1.0007899797828481,0.0,14.0,9.91851932296773e+22,10.0,54452832761.0,9.0,54495849398.0,54495849398.0,,
0x001be549fa377710b9e59d57bbdf593ce1e379ca,450,2.0,2.0,6240750099327031.0,21.678125,0.0922589015424535,1626653388,1628439978,2,0.0,0.0,0.0,,,,,,,,,
0x001c88d92d199c9eb936ed3d6758da7c48e4d08e,450,2.0,2.0,2.0000000000000097e+18,10.698611111111111,0.18694015318706997,1626144348,1626982308,2,0.0,0.0,0.0,,,,,,,,,
0x001d2a3192a49e28cac0a7abcaa916648c62b982,475,1.0,1.0,6461144026105417.0,1.0,1.0,1626856437,1626856437,1,0.0,0.0,0.0,,,,,,,,,
0x001d4aa3f14b6e0019e5615e9c8eb50659061220,475,1.0,1.0,1109087.0,1.0,1.0,1627063469,1627063469,1,0.0,0.0,0.0,,,,,,,,,
0x001f96b7e19a54ae45f451b0148336504d03fdcf,475,1.0,1.0,18485.0,1.0,1.0,1626721307,1626721307,1,0.0,0.0,0.0,,,,,,,,,
0x001fbfc5e2b56d372d642f5f1b52b5cde4584779,450,6.0,5.0,9.189004126574749e+20,69.25821759259259,0.08663231900212404,1623996456,1629893966,2,0.0,0.0,0.0,1.0,3e+20,,,,,,,
0x00202f8f6bb6f100241ce0726922f2bd4c7196ee,475,1.0,1.0,23783.0,1.0,1.0,1626677429,1626677429,1,0.0,0.0,0.0,,,,,,,,,
0x0020c5222a24e4a96b720c06b803fb8d34adc0af,475,1.0,,,1.0,1.0,1627355152,1627355152,1,0.0,0.0,0.0,1.0,2012030942630.0,,,,,,,
0x0021be1d33a577bf5ede730a6b5d5d9f878ba7e4,500,2.0,2.0,1.1352405889685976e+18,7.116898148148148,0.28102130427711824,1626181219,1626709719,2,0.0,0.0,0.0,,,,,,,,,
0x00222d56e0509a5e9ab05c588c548290a5e9f876,475,1.0,1.0,4440486156185637.0,1.0,1.0,1626690455,1626690455,1,0.0,0.0,0.0,,,,,,,,,
0x002379916ac42a432f3b53f16782d33267debb4c,475,1.0,1.0,1.5e+18,1.0,1.0,1626657568,1626657568,1,0.0,0.0,0.0,,,,,,,,,
0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be,475,2.0,2.0,2200000.0,6.45849537037037,0.30966964986541556,1626281963,1626753577,1,0.0,0.0,0.0,,,,,,,,,
0x0023d9ffe7d793895c5da5833d56c737832ead2b,475,2.0,2.0,14997724.0,1.0008564814814815,1.9982885029026065,1626662067,1626662141,1,0.0,0.0,0.0,,,,,,,,,
0x0023e0f24acc95e838f76f81ab3d69e40b9b1933,475,1.0,1.0,4999194.0,1.0,1.0,1626701595,1626701595,1,0.0,0.0,0.0,,,,,,,,,
0x0023f4cbb5d47ef377af97fc5c7399b62e31e0ff,475,2.0,2.0,1.2625001510457944e+16,2.0143750000000002,0.9928637914986037,1626631905,1626719547,1,0.0,0.0,0.0,,,,,,,,,
0x0024461e7a8ce7157866eaa4c24b702d328250ce,475,1.0,,,1.0,1.0,1628416365,1628416365,1,0.0,0.0,0.0,1.0,1012775168.0,,,,,,,
0x0024511a019f836ddd88902bb516b4f0b3a2dcf9,475,1.0,1.0,2.5e+16,1.0,1.0,1624733104,1624733104,1,0.0,0.0,0.0,,,,,,,,,
0x00246f7813397868b1beec56e1677efa47816dae,775,44.0,30.0,3.0379081544958256e+21,22.02681712962963,1.9975650472356665,1622447007,1624263724,1,2.3568e+21,1.001063861956229,0.0,3.0,3.03887947484787e+21,9.0,2.3568e+21,2.0,2.3593073098584406e+21,2.3593073098584406e+21,,
0x0025a856d01a898bd52286d56c52323b13937b65,475,1.0,1.0,1e+17,1.0,1.0,1621849897,1621849897,1,0.0,0.0,0.0,,,,,,,,,
0x00261d225db379b3fc74cd0228d6f90582d39035,475,2.0,1.0,3.42e+16,1.0,2.0,1620731387,1620731387,1,5000000000000000.0,0.0,0.0,,,1.0,5000000000000000.0,,,0.0,,
0x00262ffcfda82b5582d1905ca05b849f196b0419,850,10.0,4.0,101169192.0,4.760416666666666,2.100656455142232,1623431571,1623756471,2,57074003.0,1.0002851736192395,0.0,2.0,101180778.0,3.0,57074003.0,1.0,57090279.0,57090279.0,,
0x0026bc865efa2fb74d18c3be5a77c780756e50e6,475,1.0,1.0,450246121481307.0,1.0,1.0,1621965973,1621965973,1,0.0,0.0,0.0,,,,,,,,,
0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd,475,1.0,1.0,1851978.0,1.0,1.0,1627103795,1627103795,1,0.0,0.0,0.0,,,,,,,,,
0x002761f50e9c9e98e4ca367ef215f3643eec9dd9,475,1.0,1.0,9.7e+16,1.0,1.0,1622078807,1622078807,1,0.0,0.0,0.0,,,,,,,,,
0x002775390698ef16589bb22bba37ae7906ae2f36,550,30.0,17.0,8.138977148594979e+19,21.264166666666668,1.410824156444723,1623140063,1624890887,5,6.820172016650169e+19,0.0469448594358808,0.0,1.0,11640428.0,7.0,6.820172016650169e+19,5.0,3.2017201665016986e+18,3.2017201665016986e+18,,
0x0027c6cd01364a3c5d29f72269b36dfe85628193,475,1.0,1.0,1880888.0,1.0,1.0,1627216826,1627216826,1,0.0,0.0,0.0,,,,,,,,,
0x0027f7335d610f15b325baa5798414548720fcaa,850,13.0,6.0,2.0055276752177456e+17,2.3520833333333333,5.527015057573074,1630270928,1630387748,2,1518992970.0,1.00004675795175,0.0,3.0,4100077779.0,2.0,1518992970.0,2.0,1519063995.0,1519063995.0,,
0x00283b611db7844cb5677b311afd67c8e3078518,475,1.0,1.0,7200645.0,1.0,1.0,1627231773,1627231773,1,0.0,0.0,0.0,,,,,,,,,
0x00296e3cb10f1ddf6be160aa9722d7a288957b66,475,1.0,1.0,4.72e+16,1.0,1.0,1620266958,1620266958,1,0.0,0.0,0.0,,,,,,,,,
0x0029ab135b5be72168bf80f140d60a9264dbd0c5,475,2.0,2.0,2.6e+18,4.714583333333334,0.42421564295183384,1626376552,1626697492,1,0.0,0.0,0.0,,,,,,,,,
0x002a63fb3bb81ccc222e2d8192eb95a5767a2151,475,1.0,1.0,1107978.0,1.0,1.0,1627109903,1627109903,1,0.0,0.0,0.0,,,,,,,,,
0x002aea16059a7d4bef638a03b61a9e80ef07e745,550,41.0,12.0,1.430619659525877e+21,83.66001157407408,0.49007882294754246,1619974774,1627116599,6,6.743817858193418e+20,2.2845999586541796e-14,0.0,14.0,2.4554426788681477e+21,10.0,6.743817858193418e+20,5.0,15406926.0,15406926.0,,
0x002bb13a55bf4525f02717708dd4534ecc475193,475,2.0,2.0,3145177.0,1.000787037037037,1.9984271638062634,1626668847,1626668915,1,0.0,0.0,0.0,,,,,,,,,
0x002c77a71d54e6da4b28690fe1676752a74a67eb,475,1.0,1.0,1151220.0,1.0,1.0,1626686226,1626686226,1,0.0,0.0,0.0,,,,,,,,,
0x002cd2707daccbd5f3f192a565fca0a2cea021a6,800,5.0,2.0,1.000000000005134e+18,19.024618055555557,0.2628173656574358,1617954913,1619512240,2,2726309.0,1.0,0.0,1.0,5133916.0,1.0,2726309.0,1.0,2726309.0,2726309.0,,
0x002d2715b179d0db3e17cc28317a98f2f65e6884,625,253.0,98.0,7.932648299989017e+22,102.88613425925926,2.459029118175185,1617981693,1626784655,8,3.342662489293029e+22,0.23935693062474597,0.0,53.0,3.936388910495688e+22,64.0,3.342662489293029e+22,38.0,8.000894335516522e+21,8.000894335516522e+21,,
0x002d59b6a7b3483c8c1ef38c90cbe7790aeaea50,475,1.0,1.0,4674990964187967.0,1.0,1.0,1626800174,1626800174,1,0.0,0.0,0.0,,,,,,,,,
0x002dcc4d0ad0bdce1c444ad0bb4d51ac7e61d62b,550,29.0,5.0,1.52000000000005e+22,129.74545138888888,0.22351457942889777,1618617657,1629741264,4,4500000000.0,0.30680058155555556,0.0,3.0,1503137603.0,5.0,4500000000.0,16.0,1380602617.0,1380602617.0,,
0x002de04d579930686698abab5f48bda0b24fb9fc,850,85.0,32.0,9.561601228095397e+21,81.3359375,1.0450485063874748,1623480242,1630421267,7,42533281825.0,1.0011798970323165,0.0,25.0,1.7769797761859953e+19,13.0,42533281825.0,15.0,42583466718.0,42583466718.0,,
